"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"Lisbon School District","=""0730011""","All Other Expenditures","$250"
"Lisbon School District","=""0730011""","Total","$2,782,897"
"Litchfield School District","=""0740011""","Teacher Salaries","$697,988"
"Litchfield School District","=""0740011""","Instructional Aide Salaries","$629,247"
"Litchfield School District","=""0740011""","Other Salaries","$914"
"Litchfield School District","=""0740011""","Employee Benefits","$451,881"
"Litchfield School District","=""0740011""","Purchased Services Other Than Transportation","$12,048"
"Litchfield School District","=""0740011""","Special Education Tuition","$1,105,529"
"Litchfield School District","=""0740011""","Supplies","$32,209"
"Litchfield School District","=""0740011""","Property Services","$0"
"Litchfield School District","=""0740011""","Purchased Services For Transportation","$204,042"
"Litchfield School District","=""0740011""","Equipment","$0"
"Litchfield School District","=""0740011""","All Other Expenditures","$0"
"Litchfield School District","=""0740011""","Total","$3,133,857"
"Madison School District","=""0760011""","Teacher Salaries","$4,896,289"
"Madison School District","=""0760011""","Instructional Aide Salaries","$17,090"
"Madison School District","=""0760011""","Other Salaries","$1,874,664"
"Madison School District","=""0760011""","Employee Benefits","$2,060,286"
"Madison School District","=""0760011""","Purchased Services Other Than Transportation","$798,761"
"Madison School District","=""0760011""","Special Education Tuition","$2,701,374"
"Madison School District","=""0760011""","Supplies","$61,534"
"Madison School District","=""0760011""","Property Services","$0"
"Madison School District","=""0760011""","Purchased Services For Transportation","$1,385,457"
"Madison School District","=""0760011""","Equipment","$17,420"
"Madison School District","=""0760011""","All Other Expenditures","$0"
"Madison School District","=""0760011""","Total","$13,812,875"
"Manchester School District","=""0770011""","Teacher Salaries","$7,792,223"
"Manchester School District","=""0770011""","Instructional Aide Salaries","$3,328,442"
"Manchester School District","=""0770011""","Other Salaries","$3,392,002"
"Manchester School District","=""0770011""","Employee Benefits","$2,562,109"
"Manchester School District","=""0770011""","Purchased Services Other Than Transportation","$3,228,373"
"Manchester School District","=""0770011""","Special Education Tuition","$4,592,360"
"Manchester School District","=""0770011""","Supplies","$89,440"
"Manchester School District","=""0770011""","Property Services","$45,724"
"Manchester School District","=""0770011""","Purchased Services For Transportation","$1,984,615"
"Manchester School District","=""0770011""","Equipment","$0"
"Manchester School District","=""0770011""","All Other Expenditures","$1,580"
"Manchester School District","=""0770011""","Total","$27,016,869"
"Mansfield School District","=""0780011""","Teacher Salaries","$1,663,450"
"Mansfield School District","=""0780011""","Instructional Aide Salaries","$827,587"
"Mansfield School District","=""0780011""","Other Salaries","$291,827"
"Mansfield School District","=""0780011""","Employee Benefits","$869,640"
"Mansfield School District","=""0780011""","Purchased Services Other Than Transportation","$367,959"
"Mansfield School District","=""0780011""","Special Education Tuition","$278,522"
"Mansfield School District","=""0780011""","Supplies","$35,702"
"Mansfield School District","=""0780011""","Property Services","$0"
"Mansfield School District","=""0780011""","Purchased Services For Transportation","$43,118"
"Mansfield School District","=""0780011""","Equipment","$0"
"Mansfield School District","=""0780011""","All Other Expenditures","$0"
"Mansfield School District","=""0780011""","Total","$4,377,804"
"Marlborough School District","=""0790011""","Teacher Salaries","$704,491"
"Marlborough School District","=""0790011""","Instructional Aide Salaries","$346,081"
"Marlborough School District","=""0790011""","Other Salaries","$118,137"
"Marlborough School District","=""0790011""","Employee Benefits","$94,499"
"Marlborough School District","=""0790011""","Purchased Services Other Than Transportation","$142,985"
"Marlborough School District","=""0790011""","Special Education Tuition","$324,646"
"Marlborough School District","=""0790011""","Supplies","$13,410"
"Marlborough School District","=""0790011""","Property Services","$0"
"Marlborough School District","=""0790011""","Purchased Services For Transportation","$108,254"
"Marlborough School District","=""0790011""","Equipment","$0"
"Marlborough School District","=""0790011""","All Other Expenditures","$615"
"Marlborough School District","=""0790011""","Total","$1,853,118"
"Meriden School District","=""0800011""","Teacher Salaries","$7,539,239"
"Meriden School District","=""0800011""","Instructional Aide Salaries","$2,373,606"
"Meriden School District","=""0800011""","Other Salaries","$6,730,580"
"Meriden School District","=""0800011""","Employee Benefits","$4,952,631"
"Meriden School District","=""0800011""","Purchased Services Other Than Transportation","$604,751"
"Meriden School District","=""0800011""","Special Education Tuition","$7,444,805"
"Meriden School District","=""0800011""","Supplies","$96,379"
"Meriden School District","=""0800011""","Property Services","$114,403"
"Meriden School District","=""0800011""","Purchased Services For Transportation","$2,772,223"
"Meriden School District","=""0800011""","Equipment","$18,180"
"Meriden School District","=""0800011""","All Other Expenditures","$599"
"Meriden School District","=""0800011""","Total","$32,647,397"
"Middletown School District","=""0830011""","Teacher Salaries","$7,149,719"
"Middletown School District","=""0830011""","Instructional Aide Salaries","$3,698,896"
"Middletown School District","=""0830011""","Other Salaries","$1,048,990"
"Middletown School District","=""0830011""","Employee Benefits","$3,214,726"
"Middletown School District","=""0830011""","Purchased Services Other Than Transportation","$746,038"
"Middletown School District","=""0830011""","Special Education Tuition","$6,223,939"
"Middletown School District","=""0830011""","Supplies","$136,046"
"Middletown School District","=""0830011""","Property Services","$446"
"Middletown School District","=""0830011""","Purchased Services For Transportation","$1,769,292"
"Middletown School District","=""0830011""","Equipment","$71,683"
"Middletown School District","=""0830011""","All Other Expenditures","$750"
"Middletown School District","=""0830011""","Total","$24,060,525"
"Milford School District","=""0840011""","Teacher Salaries","$9,950,413"
"Milford School District","=""0840011""","Instructional Aide Salaries","$3,421,936"
"Milford School District","=""0840011""","Other Salaries","$1,674,103"
"Milford School District","=""0840011""","Employee Benefits","$4,966,060"
"Milford School District","=""0840011""","Purchased Services Other Than Transportation","$288,017"
"Milford School District","=""0840011""","Special Education Tuition","$7,269,022"
"Milford School District","=""0840011""","Supplies","$87,224"
"Milford School District","=""0840011""","Property Services","$5,012"
"Milford School District","=""0840011""","Purchased Services For Transportation","$1,799,352"
"Milford School District","=""0840011""","Equipment","$17,401"
"Milford School District","=""0840011""","All Other Expenditures","$18,597"
"Milford School District","=""0840011""","Total","$29,497,137"
"Monroe School District","=""0850011""","Teacher Salaries","$4,403,940"
"Monroe School District","=""0850011""","Instructional Aide Salaries","$32,133"
"Monroe School District","=""0850011""","Other Salaries","$1,884,097"
"Monroe School District","=""0850011""","Employee Benefits","$1,670,155"
"Monroe School District","=""0850011""","Purchased Services Other Than Transportation","$1,205,668"
"Monroe School District","=""0850011""","Special Education Tuition","$2,148,576"
"Monroe School District","=""0850011""","Supplies","$61,398"
"Monroe School District","=""0850011""","Property Services","$9,128"
"Monroe School District","=""0850011""","Purchased Services For Transportation","$674,111"
"Monroe School District","=""0850011""","Equipment","$1,781"
"Monroe School District","=""0850011""","All Other Expenditures","$2,235"
"Monroe School District","=""0850011""","Total","$12,093,221"
"Montville School District","=""0860011""","Teacher Salaries","$3,795,892"
"Montville School District","=""0860011""","Instructional Aide Salaries","$1,383,789"
"Montville School District","=""0860011""","Other Salaries","$884,461"
"Montville School District","=""0860011""","Employee Benefits","$1,176,439"
"Montville School District","=""0860011""","Purchased Services Other Than Transportation","$549,770"
"Montville School District","=""0860011""","Special Education Tuition","$1,622,555"
"Montville School District","=""0860011""","Supplies","$86,399"
"Montville School District","=""0860011""","Property Services","$252,629"
"Montville School District","=""0860011""","Purchased Services For Transportation","$0"
"Montville School District","=""0860011""","Equipment","$13,250"
"Montville School District","=""0860011""","All Other Expenditures","$1,141"
"Montville School District","=""0860011""","Total","$9,766,326"
"Naugatuck School District","=""0880011""","Teacher Salaries","$6,951,764"
"Naugatuck School District","=""0880011""","Instructional Aide Salaries","$2,102,023"
"Naugatuck School District","=""0880011""","Other Salaries","$247,885"
"Naugatuck School District","=""0880011""","Employee Benefits","$3,617,912"
"Naugatuck School District","=""0880011""","Purchased Services Other Than Transportation","$430,450"
"Naugatuck School District","=""0880011""","Special Education Tuition","$2,000,106"
"Naugatuck School District","=""0880011""","Supplies","$44,584"
"Naugatuck School District","=""0880011""","Property Services","$5,974"
"Naugatuck School District","=""0880011""","Purchased Services For Transportation","$890,650"
"Naugatuck School District","=""0880011""","Equipment","$0"
